Code,Label
"def func58(data):
    total = 0
    if data:
        if isinstance(data, list):
            if len(data) > 2:
                for x in data:
                    if isinstance(x, int) and (x < 0 or x % 16 == 0):
                        total += x
    return total",High_Complexity
"def func59(nums):
    res = []
    if nums:
        if len(nums) > 1:
            if all(isinstance(n, int) for n in nums):
                for n in nums:
                    if n > 28 and (n % 2 == 0 or n % 3 == 0):
                        res.append(n)
    return res",High_Complexity
"def func60(data):
    count = 0
    if data:
        if isinstance(data, list):
            if len(data) > 0:
                for d in data:
                    if isinstance(d, int) and (d > 55 or d % 5 == 0):
                        count += 1
    return count",High_Complexity
"def func61(lst):
    result = []
    if lst:
        if isinstance(lst, list):
            if len(lst) > 2:
                for x in lst:
                    if isinstance(x, int) and (x % 2 == 0 or x % 53 == 0):
                        result.append(x)
    return result",High_Complexity
"def func62(data):
    total = 0
    if data:
        if any(isinstance(x, int) for x in data):
            if len(data) > 1:
                for x in data:
                    if isinstance(x, int) and (x > 60 or x < -60):
                        total += x
    return total",High_Complexity
"def func63(nums):
    res = []
    if nums:
        if isinstance(nums, list):
            if len(nums) > 2:
                for n in nums:
                    if n > 0 and (n % 2 == 0 or n % 59 == 0):
                        res.append(n)
    return res",High_Complexity
"def func64(data):
    count = 0
    if data:
        if isinstance(data, list):
            if len(data) > 0:
                for d in data:
                    if isinstance(d, int) and (d > 65 or d % 3 == 0):
                        count += d
    return count",High_Complexity
"def func65(values):
    result = []
    if values:
        if len(values) > 1:
            if all(isinstance(v, int) for v in values):
                for v in values:
                    if v > 0 and (v % 14 == 0 or v % 15 == 0):
                        result.append(v)
    return result",High_Complexity
"def func66(data):
    total = 0
    if data:
        if isinstance(data, list):
            if len(data) > 2:
                for x in data:
                    if isinstance(x, int) and (x < 0 or x % 18 == 0):
                        total += x
    return total",High_Complexity
"def func67(nums):
    res = []
    if nums:
        if len(nums) > 1:
            if all(isinstance(n, int) for n in nums):
                for n in nums:
                    if n > 34 and (n % 2 == 0 or n % 3 == 0):
                        res.append(n)
    return res",High_Complexity
"def func68(data):
    count = 0
    if data:
        if isinstance(data, list):
            if len(data) > 0:
                for d in data:
                    if isinstance(d, int) and (d > 70 or d % 5 == 0):
                        count += 1
    return count",High_Complexity
"def func69(lst):
    result = []
    if lst:
        if isinstance(lst, list):
            if len(lst) > 2:
                for x in lst:
                    if isinstance(x, int) and (x % 2 == 0 or x % 61 == 0):
                        result.append(x)
    return result",High_Complexity
"def func70(data):
    total = 0
    if data:
        if any(isinstance(x, int) for x in data):
            if len(data) > 1:
                for x in data:
                    if isinstance(x, int) and (x > 75 or x < -75):
                        total += x
    return total",High_Complexity
